1541207150796|0|1|1|1|1970|3
1541207316796|0|1|1|1|1970|3
1541207546796|0|1|1|1|1970|3
1541207775796|0|1|1|1|1970|3
1541254670796|0|1|1|1|1970|3
1541257880796|0|1|1|1|1970|3
1541259368796|0|1|1|1|1970|3
1541260356796|0|1|1|1|1970|3
1541260488796|0|1|1|1|1970|3
1541260778796|0|1|1|1|1970|3
1541261076796|0|1|1|1|1970|3
1541261259796|0|1|1|1|1970|3
1541261432796|0|1|1|1|1970|3
1541261690796|0|1|1|1|1970|3
1541262101796|0|1|1|1|1970|3
1541262293796|0|1|1|1|1970|3
1541262586796|0|1|1|1|1970|3
1541262843796|0|1|1|1|1970|3
1541262975796|0|1|1|1|1970|3
1541263189796|0|1|1|1|1970|3
1541263501796|0|1|1|1|1970|3
1541263623796|0|1|1|1|1970|3
1541263842796|0|1|1|1|1970|3
1541264015796|0|1|1|1|1970|3
1541264042796|0|1|1|1|1970|3
1541264282796|0|1|1|1|1970|3
1541264323796|0|1|1|1|1970|3
1541264544796|0|1|1|1|1970|3
1541264572796|0|1|1|1|1970|3
1541264739796|0|1|1|1|1970|3
1541264788796|0|1|1|1|1970|3
1541264992796|0|1|1|1|1970|3
1541265011796|0|1|1|1|1970|3
1541265238796|0|1|1|1|1970|3
1541265329796|0|1|1|1|1970|3
1541265446796|0|1|1|1|1970|3
1541265594796|0|1|1|1|1970|3
1541265658796|0|1|1|1|1970|3
1541265817796|0|1|1|1|1970|3
1541265940796|0|1|1|1|1970|3
1541266009796|0|1|1|1|1970|3
1541266135796|0|1|1|1|1970|3
1541266210796|0|1|1|1|1970|3
1541266371796|0|1|1|1|1970|3
1541266482796|0|1|1|1|1970|3
1541266683796|0|1|1|1|1970|3
1541266753796|0|1|1|1|1970|3
1541266871796|0|1|1|1|1970|3
1541266955796|0|1|1|1|1970|3
1541267082796|0|1|1|1|1970|3
1541267168796|0|1|1|1|1970|3
1541267206796|0|1|1|1|1970|3
1541267244796|0|1|1|1|1970|3
1541267449796|0|1|1|1|1970|3
1541267509796|0|1|1|1|1970|3
1541267645796|0|1|1|1|1970|3
1541267710796|0|1|1|1|1970|3
1541267941796|0|1|1|1|1970|3
1541267983796|0|1|1|1|1970|3
1541268122796|0|1|1|1|1970|3
1541268203796|0|1|1|1|1970|3
1541268341796|0|1|1|1|1970|3
1541268396796|0|1|1|1|1970|3
1541268571796|0|1|1|1|1970|3
1541268623796|0|1|1|1|1970|3
1541268831796|0|1|1|1|1970|3
1541268871796|0|1|1|1|1970|3
1541269086796|0|1|1|1|1970|3
1541269091796|0|1|1|1|1970|3
1541269150796|0|1|1|1|1970|3
1541269281796|0|1|1|1|1970|3
1541269510796|0|1|1|1|1970|3
1541269636796|0|1|1|1|1970|3
1541269743796|0|1|1|1|1970|3
1541269836796|0|1|1|1|1970|3
1541269917796|0|1|1|1|1970|3
1541270028796|0|1|1|1|1970|3
1541270124796|0|1|1|1|1970|3
1541270141796|0|1|1|1|1970|3
1541270549796|0|1|1|1|1970|3
1541270854796|0|1|1|1|1970|3
1541271068796|0|1|1|1|1970|3
1541271298796|0|1|1|1|1970|3
1541271531796|0|1|1|1|1970|3
1541271693796|0|1|1|1|1970|3
1541271915796|0|1|1|1|1970|3
1541272413796|0|1|1|1|1970|3
1541272637796|0|1|1|1|1970|3
1541272909796|0|1|1|1|1970|3
1541273180796|0|1|1|1|1970|3
1541273380796|0|1|1|1|1970|3
1541273619796|0|1|1|1|1970|3
1541273827796|0|1|1|1|1970|3
1541274016796|0|1|1|1|1970|3
1541277256796|0|1|1|1|1970|3
1541279668796|0|1|1|1|1970|3
1541279864796|0|1|1|1|1970|3
1541280078796|0|1|1|1|1970|3
1541287022796|0|1|1|1|1970|3
1541287269796|0|1|1|1|1970|3
1541377992796|0|1|1|1|1970|3
1541381242796|0|1|1|1|1970|3
1541381456796|0|1|1|1|1970|3
1541381694796|0|1|1|1|1970|3
1541382040796|0|1|1|1|1970|3
1541382120796|0|1|1|1|1970|3
1541382278796|0|1|1|1|1970|3
1541382480796|0|1|1|1|1970|3
1541382653796|0|1|1|1|1970|3
1541382842796|0|1|1|1|1970|3
1541383104796|0|1|1|1|1970|3
1541383311796|0|1|1|1|1970|3
1541383518796|0|1|1|1|1970|3
1541383787796|0|1|1|1|1970|3
1541384284796|0|1|1|1|1970|3
1541384515796|0|1|1|1|1970|3
1541384741796|0|1|1|1|1970|3
1541385017796|0|1|1|1|1970|3
1541385246796|0|1|1|1|1970|3
